Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
Lancia,Thema,50.143,5.818181818,155.5454545,2799.272727,1773,23,7,0,0,1
Subaru,Forester,51.646,0.0,110.0,1995.0,1765,45,16,0,0,1
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,1761,50,6,0,0,1
Skoda,105,4.626333333,4.0,34.0,1046.0,1745,42,6,0,0,1
Audi,Quattro,61.235,5.0,147.0,2144.0,1723,3,15,0,0,1
BMW,M550i,134.789,8.0,390.0,4395.0,1623,4,20,0,0,1
Daihatsu,Move,12.924,4.0,43.0,989.0,1563,11,13,0,0,1
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,1530,35,6,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,1509,24,20,0,1,0
Porsche,Carrera,646.605,6.0,450.0,5733.0,1485,37,20,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1466,26,15,0,0,1
Seat,Malaga,10.54685714,5.0,49.42857143,1418.428571,1429,41,6,0,0,1
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,1407,11,16,0,0,1
Renault,4,6.587333333,4.0,22.33333333,932.6666667,1280,38,14,0,0,1
BMW,850i,111.993,5.0,220.0,4988.0,1248,4,14,0,0,1
Daimler,4,92.798,4.0,166.0,3980.0,1204,12,14,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,1180,7,16,0,1,0
Daimler,Double,106.82,4.0,234.0,5993.0,1144,12,6,0,0,1
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,1128,18,12,0,0,1
Suzuki,X-90,16.641,4.5,71.0,1590.0,1099,46,8,0,0,1
Opel,Monza,32.99,5.0,132.0,2969.0,1092,35,5,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1059,30,24,0,1,0
Renault,Fuego,13.2218,4.6,70.2,1736.2,1028,38,5,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1561512,17,20,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,1509555,17,20,0,0,1
Ford,Sierra,18.2955625,4.875,70.25,1836.5,781365,17,20,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,615920,39,31,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,480268,50,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,452866,34,20,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,373581,50,20,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,360790,17,19,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,332201,36,20,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,289222,17,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,283791,4,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,253768,38,20,0,0,1
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,244086,36,20,0,0,1
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,230517,17,20,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,200625,36,20,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,182016,18,20,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,178764,8,20,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,177651,16,18,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,175391,36,20,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,172159,36,20,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,170852,48,20,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,141352,48,20,0,0,1
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,139462,34,19,0,0,1
Renault,19,16.29053333,4.8,57.86666667,1645.133333,122082,38,19,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,119559,8,20,0,0,1
BMW,535i,93.71425,8.0,225.0,2979.0,107772,4,20,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,106689,34,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,105852,29,20,0,0,1
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,103840,51,20,0,0,1
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,101053,18,20,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,95270,50,20,0,0,1
Audi,80,27.09825,4.666666667,91.75,2247.333333,86859,3,20,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,82688,38,16,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,78678,16,20,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,74269,24,20,0,1,0
Mazda,626,20.7195,4.71875,81.375,1950.90625,71502,29,20,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,63640,8,20,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,63341,38,20,0,1,0
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,61849,16,16,0,1,0
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,60495,40,20,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,60413,38,18,0,0,1
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,57164,30,20,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,55631,41,20,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,51497,20,20,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,46308,42,18,0,0,1
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,45074,38,12,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,44621,40,20,0,0,1
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,40944,50,20,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,38980,16,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,38281,30,33,0,0,1
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,38066,46,20,0,0,1
Ford,Capri,11.7129,4.0,69.0,1864.8,37954,17,20,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,37705,39,20,0,0,1
Audi,100,37.32636,4.76,101.12,2349.08,36759,3,20,0,0,1
Volvo,940,30.236875,4.5,110.0,2316.0,36043,51,20,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,35466,8,18,0,0,1
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,34705,38,13,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,31259,42,19,0,0,1
Lada,Samara,10.9158,5.0,49.8,1372.4,30567,22,12,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,30421,24,40,0,1,0
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,30375,50,20,0,0,1
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,30309,48,20,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,30178,30,20,0,0,1
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,28995,34,19,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,28266,38,20,0,0,1
Triumph,Acclaim,6.050333333,4.333333333,52.0,1335.0,28091,49,12,0,0,1
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,28020,18,20,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,27949,30,20,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,27473,51,20,0,0,1
Hyundai,Accent,14.293,4.6,75.4,1479.0,26104,19,19,0,0,1
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,25642,51,18,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,25268,48,20,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,24536,24,40,0,1,0
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,24531,10,17,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,24112,36,18,0,0,1
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,23934,48,20,0,0,1
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,23296,19,13,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,23127,32,20,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,22930,18,19,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,22457,46,20,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,22369,17,18,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,22217,48,20,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,22200,4,20,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,21132,16,18,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,21066,19,20,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,19695,32,20,0,0,1
Peugeot,305,12.61125,4.5,56.25,1607.25,19323,36,11,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,18990,3,19,0,0,1
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,18752,50,20,0,0,1
Renault,9,11.49625,4.75,50.25,1507.5,18497,38,10,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,17585,48,20,0,0,1
Nissan,Prairie,21.407,4.5,72.0,1974.0,17179,34,15,0,0,1
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,16849,29,20,0,0,1
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,16764,13,9,0,0,1
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,16738,16,14,0,0,1
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,16671,36,12,0,0,1
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,16497,21,19,0,0,1
Citroen,XM,36.35965,4.55,110.5,2345.1,15713,8,16,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,15665,32,49,0,0,1
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,14434,17,20,0,0,1
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,13402,48,20,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,13251,3,20,0,0,1
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,12868,17,19,0,1,0
Opel,Manta,11.9845625,4.0,69.0,1762.75,12722,35,10,0,0,1
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,12682,45,20,0,0,1
Suzuki,SJ,8.4656,4.6,41.4,1182.4,12412,46,15,0,0,1
Skoda,120,3.3322,4.6,15.6,469.6,11727,42,8,0,0,1
Subaru,Justy,11.745,5.0,51.0,998.0,11490,45,20,0,0,1
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,11477,41,20,0,0,1
Ford,Maverick,29.151,5.0,89.0,2526.5,10862,17,20,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,10718,17,20,0,0,1
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,10681,38,8,0,0,1
Audi,90,28.379,4.6,91.6,2181.2,10171,3,14,0,0,1
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,10102,32,20,0,0,1
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350.0,10086,13,8,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,9664,16,18,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,9647,34,20,0,0,1
Honda,Integra,17.5296,4.6,78.4,1549.8,9393,18,20,0,0,1
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,9102,50,19,0,0,1
Toyota,Supra,81.295,8.0,250.0,2998.0,8939,48,20,0,0,1
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,8930,10,15,0,0,1
Porsche,944,59.4905,5.0,137.5,2734.5,8697,37,20,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,8666,29,20,0,0,1
Seat,Marbella,6.494,5.0,30.0,903.0,8486,41,12,0,0,1
Subaru,Impreza,30.5976,1.8,97.6,1757.6,8116,45,20,0,0,1
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,7974,37,20,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,7927,34,20,0,1,0
Fiat,Regata,12.73581818,4.636363636,54.0,1559.181818,7821,16,7,0,0,1
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,7574,1,10,0,0,1
Mazda,MX-3,22.127,5.0,83.0,1721.5,7563,29,20,0,0,1
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,7436,50,20,0,0,1
Hyundai,Stellar,11.263,4.5,55.0,1597.0,7139,19,9,0,0,1
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,6775,32,18,0,0,1
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,6604,48,9,0,0,1
Fiat,126,3.781,4.0,18.0,652.0,6476,16,9,0,0,1
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,6373,35,8,0,0,1
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,6249,36,13,0,0,1
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,6170,51,20,0,0,1
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,6053,51,18,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,6049,16,15,0,1,0
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,6043,41,19,0,0,1
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,5915,38,17,0,0,1
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,5837,51,18,0,0,1
Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,5836,34,9,0,0,1
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,5634,13,7,0,0,1
Skoda,130,6.895,5.0,46.0,1289.0,5594,42,7,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,5533,46,18,0,0,1
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,5466,1,13,0,0,1
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,5389,3,19,0,1,0
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,4962,50,18,0,1,0
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,4833,34,20,0,1,0
Honda,Legend,69.397,5.0,173.0,3358.666667,4476,18,20,0,0,1
Saab,99,11.34,4.0,74.0,1985.0,4461,40,9,0,0,1
Morris,Ital,8.118,4.0,51.5,1487.5,4443,33,7,0,0,1
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,4432,19,20,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,4432,46,20,0,0,1
Morris,Marina,5.758,4.0,43.0,1275.0,4422,33,8,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,4360,29,19,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,4291,3,17,0,0,1
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,4214,21,17,0,0,1
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,4039,7,18,0,0,1
Fiat,Strada,14.275,5.0,70.0,1997.0,4023,16,6,0,1,0
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,3815,23,10,0,0,1
Lada,Niva,12.241,5.0,57.0,1568.0,3599,22,9,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,3580,4,19,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,3526,4,17,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,3483,39,31,0,0,1
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,3480,29,17,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,3415,3,26,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,3363,4,20,0,0,1
Suzuki,Samurai,12.25,5.0,43.0,1325.0,3356,46,15,0,0,1
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,3176,34,18,0,0,1
Mercedes,SLS,264.675,7.0,420.0,6208.0,3048,30,19,0,0,1
Jaguar,XK,145.6466667,6.0,283.0,5000.0,2943,20,18,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,2843,30,19,0,1,0
Skoda,105,4.626333333,4.0,34.0,1046.0,2775,42,6,0,0,1
Triumph,TR7,13.137,5.0,93.5,1998.0,2661,49,14,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,2652,3,26,0,0,1
Nissan,Laurel,18.6532,4.6,74.8,2652.8,2542,34,8,0,1,0
Ford,Puma,30.3775,6.3125,94.0625,935.625,2423,17,17,0,0,1
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,2383,50,6,0,0,1
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,2374,1,13,0,0,1
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,2331,51,17,0,1,0
Kia,Sportage,43.97,6.6,115.3,1634.2,2316,21,18,0,1,0
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,2271,35,6,0,0,1
Porsche,928,110.0985,5.0,235.0,4957.0,2203,37,17,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,2194,36,18,0,1,0
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,2154,1,20,0,0,1
Toyota,Paseo,15.764,5.0,66.0,1497.0,2114,48,16,0,0,1
Lancia,Thema,50.143,5.818181818,155.5454545,2799.272727,2091,23,7,0,0,1
Daimler,3.6,71.602,4.0,149.0,3590.0,2071,12,10,0,0,1
Daihatsu,Applause,15.6985,4.5,73.0,1590.0,2040,11,10,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,2009,32,49,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,2005,1,15,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,1987,44,15,0,1,0
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,1973,1,15,0,0,1
Seat,Malaga,10.54685714,5.0,49.42857143,1418.428571,1933,41,6,0,0,1
Lancia,Dedra,21.76576923,5.0,81.69230769,1808.384615,1896,23,8,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,1890,41,17,0,0,1
Toyota,Picnic,25.29875,4.5,94.0,1998.0,1884,48,17,0,0,1
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,1849,16,17,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,1837,18,20,0,0,1
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,1800,30,17,0,0,1
Audi,Quattro,61.235,5.0,147.0,2144.0,1735,3,15,0,0,1
Renault,4,6.587333333,4.0,22.33333333,932.6666667,1712,38,14,0,0,1
BMW,M550i,134.789,8.0,390.0,4395.0,1699,4,20,0,0,1
Renault,Fuego,13.2218,4.6,70.2,1736.2,1671,38,5,0,0,1
Fiat,Marea,20.1241875,4.875,79.875,1836.875,1615,16,17,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1454,37,20,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,1452,24,20,0,1,0
Volkswagen,Derby,7.55925,4.0,38.75,1137.75,1437,50,4,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1362,26,15,0,0,1
Opel,Monza,32.99,5.0,132.0,2969.0,1349,35,5,0,0,1
Peugeot,104,7.508333333,4.0,36.66666667,1099.0,1348,36,4,0,0,1
Ford,Transit,31.46033929,6.011904762,93.93452381,2037.27381,1278,17,1,0,1,0
Lancia,Prisma,13.43333333,4.333333333,67.66666667,1527.0,1269,23,4,0,0,1
Daimler,Double,106.82,4.0,234.0,5993.0,1230,12,6,0,0,1
Opel,Senator,36.166625,4.375,117.625,2849.25,1208,35,4,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,1195,17,17,0,0,1
Fiat,127,6.239,5.0,37.0,1049.0,1190,16,4,0,0,1
Audi,200,38.66975,4.3,95.65,2027.9,1172,3,4,0,0,1
Daimler,4,92.798,4.0,166.0,3980.0,1136,12,14,0,0,1
Opel,Rekord,16.74091176,4.117647059,71.47058824,2066.176471,1129,35,4,0,0,1
Mazda,929,15.8783125,4.25,84.4375,2161.625,1096,29,4,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,1076,10,17,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1559343,17,20,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,1527071,17,20,0,0,1
Ford,Sierra,18.2955625,4.875,70.25,1836.5,861723,17,20,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,580367,39,31,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,463804,50,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,424085,34,20,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,390484,17,19,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,341665,50,20,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,341343,36,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,261325,4,20,0,0,1
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,242806,17,20,0,0,1
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,233836,36,20,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,208784,17,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,208036,38,20,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,194094,16,18,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,177719,36,20,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,175512,8,20,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,166315,48,20,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,160505,36,20,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,153462,18,20,0,0,1
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,145301,34,19,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,126927,48,20,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,124413,36,20,0,0,1
Renault,19,16.29053333,4.8,57.86666667,1645.133333,118033,38,19,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,103494,8,20,0,0,1
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,101633,51,20,0,0,1
BMW,535i,93.71425,8.0,225.0,2979.0,99587,4,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,99424,29,20,0,0,1
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,97516,18,20,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,90819,50,20,0,0,1
Audi,80,27.09825,4.666666667,91.75,2247.333333,87115,3,20,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,87092,34,20,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,86851,38,16,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,85624,16,20,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,70017,29,20,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,62051,24,20,0,1,0
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,62046,16,16,0,1,0
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,57043,40,20,0,0,1
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,56352,30,20,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,52181,41,20,0,0,1
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,52179,38,12,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,48988,20,20,0,0,1
Ford,Capri,11.7129,4.0,69.0,1864.8,47042,17,20,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,46677,42,18,0,0,1
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,44687,50,20,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,43715,8,20,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,41169,40,20,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,39564,38,20,0,1,0
Audi,100,37.32636,4.76,101.12,2349.08,38313,3,20,0,0,1
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,38173,38,13,0,0,1
Triumph,Acclaim,6.050333333,4.333333333,52.0,1335.0,37378,49,12,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,36772,39,20,0,0,1
Lada,Samara,10.9158,5.0,49.8,1372.4,35362,22,12,0,0,1
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,33237,50,20,0,0,1
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,32859,46,20,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,31594,24,40,0,1,0
Volvo,940,30.236875,4.5,110.0,2316.0,31466,51,20,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,31352,16,20,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,29495,30,20,0,0,1
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,29222,48,20,0,0,1
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,27182,18,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,26136,30,33,0,0,1
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,25097,19,13,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,24949,38,20,0,0,1
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,24583,51,18,0,0,1
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,24322,13,9,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,23979,48,20,0,0,1
Renault,9,11.49625,4.75,50.25,1507.5,23226,38,10,0,0,1
Peugeot,305,12.61125,4.5,56.25,1607.25,23035,36,11,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,22934,18,19,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,22344,48,20,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,21473,32,20,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,21430,51,20,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,20817,4,20,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,20348,24,40,0,1,0
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,20294,50,20,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,19771,46,20,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,18887,30,20,0,0,1
